policy,eps,seed,fold,bearing,outcome,rul_at_alarm_s,lambda,esc_frac,bytes_per_snapshot,life_s
"HERA-v3 (onset-gated, CRC)",0.2,1,1,Bearing2_2,premature,9360.0,3705.0,0.9875776397515528,124.0,9600.0
"HERA-v3 (onset-gated, CRC)",0.2,1,1,Bearing3_2,premature,148860.0,3705.0,0.999198717948718,124.0,149700.0
"HERA-v3 (onset-gated, CRC)",0.25,1,1,Bearing1_2,premature,9360.0,3142.5,0.9875776397515528,124.0,9600.0
"HERA-v3 (onset-gated, CRC)",0.25,1,1,Bearing2_2,premature,9360.0,3142.5,0.9875776397515528,124.0,9600.0
"HERA-v3 (onset-gated, CRC)",0.25,1,1,Bearing3_2,premature,148320.0,3142.5,0.999198717948718,124.0,149700.0
"HERA-v3 (onset-gated, CRC)",0.3,1,1,Bearing1_2,premature,9360.0,3142.5,0.9875776397515528,124.0,9600.0
"HERA-v3 (onset-gated, CRC)",0.3,1,1,Bearing2_2,premature,9360.0,3142.5,0.9875776397515528,124.0,9600.0
"HERA-v3 (onset-gated, CRC)",0.3,1,1,Bearing3_2,premature,148320.0,3142.5,0.999198717948718,124.0,149700.0
"HERA-v3 (onset-gated, CRC)",0.4,1,1,Bearing1_2,timely,4260.0,1410.0,0.9875776397515528,124.0,9600.0
"HERA-v3 (onset-gated, CRC)",0.4,1,1,Bearing2_2,premature,7320.0,1410.0,0.9875776397515528,124.0,9600.0
"HERA-v3 (onset-gated, CRC)",0.4,1,1,Bearing3_2,late,,1410.0,0.999198717948718,124.0,149700.0
"HERA-v3b (onset gate + burn-in, CRC)",0.1,1,1,Bearing1_2,premature,8760.0,4672.5,0.9254658385093167,124.0,9600.0
"HERA-v3b (onset gate + burn-in, CRC)",0.1,1,1,Bearing2_2,premature,8760.0,4672.5,0.9254658385093167,124.0,9600.0
"HERA-v3b (onset gate + burn-in, CRC)",0.1,1,1,Bearing3_2,premature,148860.0,4672.5,0.9951923076923077,124.0,149700.0
"HERA-v3b (onset gate + burn-in, CRC)",0.15,1,1,Bearing1_2,premature,8760.0,4672.5,0.9254658385093167,124.0,9600.0
"HERA-v3b (onset gate + burn-in, CRC)",0.15,1,1,Bearing2_2,premature,8760.0,4672.5,0.9254658385093167,124.0,9600.0
"HERA-v3b (onset gate + burn-in, CRC)",0.15,1,1,Bearing3_2,premature,148860.0,4672.5,0.9951923076923077,124.0,149700.0
"HERA-v3b (onset gate + burn-in, CRC)",0.2,1,1,Bearing1_2,premature,7620.0,4492.5,0.9254658385093167,124.0,9600.0
"HERA-v3b (onset gate + burn-in, CRC)",0.2,1,1,Bearing2_2,premature,8760.0,4492.5,0.9254658385093167,124.0,9600.0
"HERA-v3b (onset gate + burn-in, CRC)",0.2,1,1,Bearing3_2,premature,148860.0,4492.5,0.9951923076923077,124.0,149700.0
"HERA-v3b (onset gate + burn-in, CRC)",0.25,1,1,Bearing1_2,premature,7560.0,3997.5,0.9254658385093167,124.0,9600.0
"HERA-v3b (onset gate + burn-in, CRC)",0.25,1,1,Bearing2_2,premature,8760.0,3997.5,0.9254658385093167,124.0,9600.0
"HERA-v3b (onset gate + burn-in, CRC)",0.25,1,1,Bearing3_2,premature,148860.0,3997.5,0.9951923076923077,124.0,149700.0
"HERA-v3b (onset gate + burn-in, CRC)",0.3,1,1,Bearing1_2,premature,7560.0,3997.5,0.9254658385093167,124.0,9600.0
"HERA-v3b (onset gate + burn-in, CRC)",0.3,1,1,Bearing2_2,premature,8760.0,3997.5,0.9254658385093167,124.0,9600.0
"HERA-v3b (onset gate + burn-in, CRC)",0.3,1,1,Bearing3_2,premature,148860.0,3997.5,0.9951923076923077,124.0,149700.0
"HERA-v3b (onset gate + burn-in, CRC)",0.4,1,1,Bearing1_2,timely,5580.0,1567.5,0.9254658385093167,124.0,9600.0
"HERA-v3b (onset gate + burn-in, CRC)",0.4,1,1,Bearing2_2,premature,7320.0,1567.5,0.9254658385093167,124.0,9600.0
"HERA-v3b (onset gate + burn-in, CRC)",0.4,1,1,Bearing3_2,late,,1567.5,0.9951923076923077,124.0,149700.0
"Always-cloud, CRC + burn-in",0.1,1,1,Bearing1_2,premature,8880.0,4672.5,1.0,112.0,9600.0
"Always-cloud, CRC + burn-in",0.1,1,1,Bearing2_2,premature,8880.0,4672.5,1.0,112.0,9600.0
"Always-cloud, CRC + burn-in",0.1,1,1,Bearing3_2,premature,148980.0,4672.5,1.0,112.0,149700.0
"Always-cloud, CRC + burn-in",0.15,1,1,Bearing1_2,premature,8880.0,4672.5,1.0,112.0,9600.0
"Always-cloud, CRC + burn-in",0.15,1,1,Bearing2_2,premature,8880.0,4672.5,1.0,112.0,9600.0
"Always-cloud, CRC + burn-in",0.15,1,1,Bearing3_2,premature,148980.0,4672.5,1.0,112.0,149700.0
"Always-cloud, CRC + burn-in",0.2,1,1,Bearing1_2,premature,7620.0,4402.5,1.0,112.0,9600.0
"Always-cloud, CRC + burn-in",0.2,1,1,Bearing2_2,premature,8880.0,4402.5,1.0,112.0,9600.0
"Always-cloud, CRC + burn-in",0.2,1,1,Bearing3_2,premature,148980.0,4402.5,1.0,112.0,149700.0
"Always-cloud, CRC + burn-in",0.25,1,1,Bearing1_2,premature,7560.0,3997.5,1.0,112.0,9600.0
"Always-cloud, CRC + burn-in",0.25,1,1,Bearing2_2,premature,8880.0,3997.5,1.0,112.0,9600.0
"Always-cloud, CRC + burn-in",0.25,1,1,Bearing3_2,premature,148980.0,3997.5,1.0,112.0,149700.0
"Always-cloud, CRC + burn-in",0.3,1,1,Bearing1_2,premature,7560.0,3997.5,1.0,112.0,9600.0
"Always-cloud, CRC + burn-in",0.3,1,1,Bearing2_2,premature,8880.0,3997.5,1.0,112.0,9600.0
"Always-cloud, CRC + burn-in",0.3,1,1,Bearing3_2,premature,148980.0,3997.5,1.0,112.0,149700.0
"Always-cloud, CRC + burn-in",0.4,1,1,Bearing1_2,timely,5580.0,1567.5,1.0,112.0,9600.0
"Always-cloud, CRC + burn-in",0.4,1,1,Bearing2_2,premature,7320.0,1567.5,1.0,112.0,9600.0
"Always-cloud, CRC + burn-in",0.4,1,1,Bearing3_2,late,,1567.5,1.0,112.0,149700.0
"Always-cloud, CRC",0.1,1,1,Bearing1_2,premature,9480.0,4672.5,1.0,112.0,9600.0
"Always-cloud, CRC",0.1,1,1,Bearing2_2,premature,9480.0,4672.5,1.0,112.0,9600.0
"Always-cloud, CRC",0.1,1,1,Bearing3_2,premature,149580.0,4672.5,1.0,112.0,149700.0
"Always-cloud, CRC",0.15,1,1,Bearing1_2,premature,9480.0,4672.5,1.0,112.0,9600.0
"Always-cloud, CRC",0.15,1,1,Bearing2_2,premature,9480.0,4672.5,1.0,112.0,9600.0
"Always-cloud, CRC",0.15,1,1,Bearing3_2,premature,149580.0,4672.5,1.0,112.0,149700.0
"Always-cloud, CRC",0.2,1,1,Bearing1_2,premature,9480.0,3705.0,1.0,112.0,9600.0
"Always-cloud, CRC",0.2,1,1,Bearing2_2,premature,9480.0,3705.0,1.0,112.0,9600.0
"Always-cloud, CRC",0.2,1,1,Bearing3_2,premature,148860.0,3705.0,1.0,112.0,149700.0
"Always-cloud, CRC",0.25,1,1,Bearing1_2,premature,9480.0,2805.0,1.0,112.0,9600.0
"Always-cloud, CRC",0.25,1,1,Bearing2_2,premature,9480.0,2805.0,1.0,112.0,9600.0
"Always-cloud, CRC",0.25,1,1,Bearing3_2,premature,148200.0,2805.0,1.0,112.0,149700.0
"Always-cloud, CRC",0.3,1,1,Bearing1_2,premature,9480.0,2805.0,1.0,112.0,9600.0
"Always-cloud, CRC",0.3,1,1,Bearing2_2,premature,9480.0,2805.0,1.0,112.0,9600.0
"Always-cloud, CRC",0.3,1,1,Bearing3_2,premature,148200.0,2805.0,1.0,112.0,149700.0
"Always-cloud, CRC",0.4,1,1,Bearing1_2,timely,4260.0,1410.0,1.0,112.0,9600.0
"Always-cloud, CRC",0.4,1,1,Bearing2_2,premature,7320.0,1410.0,1.0,112.0,9600.0
"Always-cloud, CRC",0.4,1,1,Bearing3_2,late,,1410.0,1.0,112.0,149700.0
"Always-edge, CRC",0.1,1,1,Bearing1_2,premature,9480.0,1005.0,0.0,0.0,9600.0
"Always-edge, CRC",0.1,1,1,Bearing2_2,premature,9360.0,1005.0,0.0,0.0,9600.0
"Always-edge, CRC",0.1,1,1,Bearing3_2,premature,149100.0,1005.0,0.0,0.0,149700.0
"Always-edge, CRC",0.15,1,1,Bearing1_2,premature,9480.0,1005.0,0.0,0.0,9600.0
"Always-edge, CRC",0.15,1,1,Bearing2_2,premature,9360.0,1005.0,0.0,0.0,9600.0
"Always-edge, CRC",0.15,1,1,Bearing3_2,premature,149100.0,1005.0,0.0,0.0,149700.0
"Always-edge, CRC",0.2,1,1,Bearing1_2,premature,9480.0,825.0,0.0,0.0,9600.0
"Always-edge, CRC",0.2,1,1,Bearing2_2,premature,6240.0,825.0,0.0,0.0,9600.0
"Always-edge, CRC",0.2,1,1,Bearing3_2,premature,149100.0,825.0,0.0,0.0,149700.0
"Always-edge, CRC",0.25,1,1,Bearing1_2,premature,9480.0,780.0,0.0,0.0,9600.0
"Always-edge, CRC",0.25,1,1,Bearing2_2,premature,6120.0,780.0,0.0,0.0,9600.0
"Always-edge, CRC",0.25,1,1,Bearing3_2,premature,149100.0,780.0,0.0,0.0,149700.0
"Always-edge, CRC",0.3,1,1,Bearing1_2,premature,9480.0,780.0,0.0,0.0,9600.0
"Always-edge, CRC",0.3,1,1,Bearing2_2,premature,6120.0,780.0,0.0,0.0,9600.0
"Always-edge, CRC",0.3,1,1,Bearing3_2,premature,149100.0,780.0,0.0,0.0,149700.0
"Always-edge, CRC",0.4,1,1,Bearing1_2,premature,9480.0,577.5,0.0,0.0,9600.0
"Always-edge, CRC",0.4,1,1,Bearing2_2,timely,2460.0,577.5,0.0,0.0,9600.0
"Always-edge, CRC",0.4,1,1,Bearing3_2,premature,149040.0,577.5,0.0,0.0,149700.0
"Cloud point, fixed thr. H_p",,1,1,Bearing1_2,premature,9480.0,0.0,1.0,112.0,9600.0
"Cloud point, fixed thr. H_p",,1,1,Bearing2_2,premature,9480.0,0.0,1.0,112.0,9600.0
"Cloud point, fixed thr. H_p",,1,1,Bearing3_2,premature,147960.0,0.0,1.0,112.0,149700.0
"Cloud point, fixed thr. H_c",,1,1,Bearing1_2,late,,0.0,1.0,112.0,9600.0
"Cloud point, fixed thr. H_c",,1,1,Bearing2_2,premature,6600.0,0.0,1.0,112.0,9600.0
"Cloud point, fixed thr. H_c",,1,1,Bearing3_2,late,,0.0,1.0,112.0,149700.0
Anomaly threshold,,1,1,Bearing1_2,timely,5760.0,0.0,0.0,0.0,9600.0
Anomaly threshold,,1,1,Bearing2_2,premature,6120.0,0.0,0.0,0.0,9600.0
Anomaly threshold,,1,1,Bearing3_2,late,,0.0,0.0,0.0,149700.0
"HERA-v3 (onset-gated, CRC)",0.1,1,2,Bearing1_3,premature,9180.0,4560.0,0.9873417721518988,124.0,9420.0
"HERA-v3 (onset-gated, CRC)",0.1,1,2,Bearing2_3,premature,31680.0,4560.0,0.9962476547842402,124.0,31920.0
"HERA-v3 (onset-gated, CRC)",0.1,1,2,Bearing3_3,premature,21960.0,4560.0,0.9946091644204852,124.0,22200.0
"HERA-v3 (onset-gated, CRC)",0.15,1,2,Bearing1_3,premature,9180.0,4560.0,0.9873417721518988,124.0,9420.0
"HERA-v3 (onset-gated, CRC)",0.15,1,2,Bearing2_3,premature,31680.0,4560.0,0.9962476547842402,124.0,31920.0
"HERA-v3 (onset-gated, CRC)",0.15,1,2,Bearing3_3,premature,21960.0,4560.0,0.9946091644204852,124.0,22200.0
"HERA-v3 (onset-gated, CRC)",0.2,1,2,Bearing1_3,premature,7740.0,3007.5,0.9873417721518988,124.0,9420.0
"HERA-v3 (onset-gated, CRC)",0.2,1,2,Bearing2_3,premature,23640.0,3007.5,0.9962476547842402,124.0,31920.0
"HERA-v3 (onset-gated, CRC)",0.2,1,2,Bearing3_3,timely,1380.0,3007.5,0.9946091644204852,124.0,22200.0
"HERA-v3 (onset-gated, CRC)",0.25,1,2,Bearing1_3,timely,5340.0,1792.5,0.9873417721518988,124.0,9420.0
"HERA-v3 (onset-gated, CRC)",0.25,1,2,Bearing2_3,premature,22920.0,1792.5,0.9962476547842402,124.0,31920.0
"HERA-v3 (onset-gated, CRC)",0.25,1,2,Bearing3_3,late,1080.0,1792.5,0.9946091644204852,124.0,22200.0
"HERA-v3 (onset-gated, CRC)",0.3,1,2,Bearing1_3,timely,5340.0,1792.5,0.9873417721518988,124.0,9420.0
"HERA-v3 (onset-gated, CRC)",0.3,1,2,Bearing2_3,premature,22920.0,1792.5,0.9962476547842402,124.0,31920.0
"HERA-v3 (onset-gated, CRC)",0.3,1,2,Bearing3_3,late,1080.0,1792.5,0.9946091644204852,124.0,22200.0
"HERA-v3 (onset-gated, CRC)",0.4,1,2,Bearing1_3,timely,5280.0,1545.0,0.9873417721518988,124.0,9420.0
"HERA-v3 (onset-gated, CRC)",0.4,1,2,Bearing2_3,premature,20880.0,1545.0,0.9962476547842402,124.0,31920.0
"HERA-v3 (onset-gated, CRC)",0.4,1,2,Bearing3_3,late,1080.0,1545.0,0.9946091644204852,124.0,22200.0
"HERA-v3b (onset gate + burn-in, CRC)",0.1,1,2,Bearing1_3,premature,8580.0,4560.0,0.9240506329113924,124.0,9420.0
"HERA-v3b (onset gate + burn-in, CRC)",0.1,1,2,Bearing2_3,premature,31080.0,4560.0,0.9774859287054409,124.0,31920.0
"HERA-v3b (onset gate + burn-in, CRC)",0.1,1,2,Bearing3_3,premature,21360.0,4560.0,0.967654986522911,124.0,22200.0
"HERA-v3b (onset gate + burn-in, CRC)",0.15,1,2,Bearing1_3,premature,8580.0,4560.0,0.9240506329113924,124.0,9420.0
"HERA-v3b (onset gate + burn-in, CRC)",0.15,1,2,Bearing2_3,premature,31080.0,4560.0,0.9774859287054409,124.0,31920.0
"HERA-v3b (onset gate + burn-in, CRC)",0.15,1,2,Bearing3_3,premature,21360.0,4560.0,0.967654986522911,124.0,22200.0
"HERA-v3b (onset gate + burn-in, CRC)",0.2,1,2,Bearing1_3,premature,8580.0,4537.5,0.9240506329113924,124.0,9420.0
"HERA-v3b (onset gate + burn-in, CRC)",0.2,1,2,Bearing2_3,premature,31080.0,4537.5,0.9774859287054409,124.0,31920.0
"HERA-v3b (onset gate + burn-in, CRC)",0.2,1,2,Bearing3_3,premature,21360.0,4537.5,0.967654986522911,124.0,22200.0
"HERA-v3b (onset gate + burn-in, CRC)",0.25,1,2,Bearing1_3,premature,8160.0,3390.0,0.9240506329113924,124.0,9420.0
"HERA-v3b (onset gate + burn-in, CRC)",0.25,1,2,Bearing2_3,premature,23760.0,3390.0,0.9774859287054409,124.0,31920.0
"HERA-v3b (onset gate + burn-in, CRC)",0.25,1,2,Bearing3_3,timely,1560.0,3390.0,0.967654986522911,124.0,22200.0
"HERA-v3b (onset gate + burn-in, CRC)",0.3,1,2,Bearing1_3,premature,8160.0,3390.0,0.9240506329113924,124.0,9420.0
"HERA-v3b (onset gate + burn-in, CRC)",0.3,1,2,Bearing2_3,premature,23760.0,3390.0,0.9774859287054409,124.0,31920.0
"HERA-v3b (onset gate + burn-in, CRC)",0.3,1,2,Bearing3_3,timely,1560.0,3390.0,0.967654986522911,124.0,22200.0
"HERA-v3b (onset gate + burn-in, CRC)",0.4,1,2,Bearing1_3,timely,5280.0,1545.0,0.9240506329113924,124.0,9420.0
"HERA-v3b (onset gate + burn-in, CRC)",0.4,1,2,Bearing2_3,premature,20880.0,1545.0,0.9774859287054409,124.0,31920.0
"HERA-v3b (onset gate + burn-in, CRC)",0.4,1,2,Bearing3_3,late,1080.0,1545.0,0.967654986522911,124.0,22200.0
"Always-cloud, CRC + burn-in",0.1,1,2,Bearing1_3,premature,8700.0,4560.0,1.0,112.0,9420.0
"Always-cloud, CRC + burn-in",0.1,1,2,Bearing2_3,premature,31200.0,4560.0,1.0,112.0,31920.0
"Always-cloud, CRC + burn-in",0.1,1,2,Bearing3_3,premature,21480.0,4560.0,1.0,112.0,22200.0
"Always-cloud, CRC + burn-in",0.15,1,2,Bearing1_3,premature,8700.0,4560.0,1.0,112.0,9420.0
"Always-cloud, CRC + burn-in",0.15,1,2,Bearing2_3,premature,31200.0,4560.0,1.0,112.0,31920.0
"Always-cloud, CRC + burn-in",0.15,1,2,Bearing3_3,premature,21480.0,4560.0,1.0,112.0,22200.0
"Always-cloud, CRC + burn-in",0.2,1,2,Bearing1_3,premature,8700.0,4312.5,1.0,112.0,9420.0
"Always-cloud, CRC + burn-in",0.2,1,2,Bearing2_3,premature,31200.0,4312.5,1.0,112.0,31920.0
"Always-cloud, CRC + burn-in",0.2,1,2,Bearing3_3,premature,21480.0,4312.5,1.0,112.0,22200.0
"Always-cloud, CRC + burn-in",0.25,1,2,Bearing1_3,premature,8160.0,3390.0,1.0,112.0,9420.0
"Always-cloud, CRC + burn-in",0.25,1,2,Bearing2_3,premature,23760.0,3390.0,1.0,112.0,31920.0
"Always-cloud, CRC + burn-in",0.25,1,2,Bearing3_3,timely,1560.0,3390.0,1.0,112.0,22200.0
"Always-cloud, CRC + burn-in",0.3,1,2,Bearing1_3,premature,8160.0,3390.0,1.0,112.0,9420.0
"Always-cloud, CRC + burn-in",0.3,1,2,Bearing2_3,premature,23760.0,3390.0,1.0,112.0,31920.0
"Always-cloud, CRC + burn-in",0.3,1,2,Bearing3_3,timely,1560.0,3390.0,1.0,112.0,22200.0
"Always-cloud, CRC + burn-in",0.4,1,2,Bearing1_3,timely,5280.0,1545.0,1.0,112.0,9420.0
"Always-cloud, CRC + burn-in",0.4,1,2,Bearing2_3,premature,20880.0,1545.0,1.0,112.0,31920.0
"Always-cloud, CRC + burn-in",0.4,1,2,Bearing3_3,late,1080.0,1545.0,1.0,112.0,22200.0
"Always-cloud, CRC",0.1,1,2,Bearing1_3,premature,9300.0,4560.0,1.0,112.0,9420.0
"Always-cloud, CRC",0.1,1,2,Bearing2_3,premature,31800.0,4560.0,1.0,112.0,31920.0
"Always-cloud, CRC",0.1,1,2,Bearing3_3,premature,22080.0,4560.0,1.0,112.0,22200.0
"Always-cloud, CRC",0.15,1,2,Bearing1_3,premature,9300.0,4560.0,1.0,112.0,9420.0
"Always-cloud, CRC",0.15,1,2,Bearing2_3,premature,31800.0,4560.0,1.0,112.0,31920.0
"Always-cloud, CRC",0.15,1,2,Bearing3_3,premature,22080.0,4560.0,1.0,112.0,22200.0
"Always-cloud, CRC",0.2,1,2,Bearing1_3,timely,5580.0,2895.0,1.0,112.0,9420.0
"Always-cloud, CRC",0.2,1,2,Bearing2_3,premature,23580.0,2895.0,1.0,112.0,31920.0
"Always-cloud, CRC",0.2,1,2,Bearing3_3,timely,1260.0,2895.0,1.0,112.0,22200.0
"Always-cloud, CRC",0.25,1,2,Bearing1_3,timely,5340.0,1725.0,1.0,112.0,9420.0
"Always-cloud, CRC",0.25,1,2,Bearing2_3,premature,22560.0,1725.0,1.0,112.0,31920.0
"Always-cloud, CRC",0.25,1,2,Bearing3_3,late,1080.0,1725.0,1.0,112.0,22200.0
"Always-cloud, CRC",0.3,1,2,Bearing1_3,timely,5340.0,1725.0,1.0,112.0,9420.0
"Always-cloud, CRC",0.3,1,2,Bearing2_3,premature,22560.0,1725.0,1.0,112.0,31920.0
"Always-cloud, CRC",0.3,1,2,Bearing3_3,late,1080.0,1725.0,1.0,112.0,22200.0
"Always-cloud, CRC",0.4,1,2,Bearing1_3,timely,5280.0,1455.0,1.0,112.0,9420.0
"Always-cloud, CRC",0.4,1,2,Bearing2_3,premature,20700.0,1455.0,1.0,112.0,31920.0
"Always-cloud, CRC",0.4,1,2,Bearing3_3,late,1020.0,1455.0,1.0,112.0,22200.0
"Always-edge, CRC",0.1,1,2,Bearing1_3,premature,9000.0,1522.5,0.0,0.0,9420.0
"Always-edge, CRC",0.1,1,2,Bearing2_3,premature,31560.0,1522.5,0.0,0.0,31920.0
"Always-edge, CRC",0.1,1,2,Bearing3_3,premature,21780.0,1522.5,0.0,0.0,22200.0
"Always-edge, CRC",0.15,1,2,Bearing1_3,premature,9000.0,1522.5,0.0,0.0,9420.0
"Always-edge, CRC",0.15,1,2,Bearing2_3,premature,31560.0,1522.5,0.0,0.0,31920.0
"Always-edge, CRC",0.15,1,2,Bearing3_3,premature,21780.0,1522.5,0.0,0.0,22200.0
"Always-edge, CRC",0.2,1,2,Bearing1_3,premature,9000.0,1455.0,0.0,0.0,9420.0
"Always-edge, CRC",0.2,1,2,Bearing2_3,premature,31560.0,1455.0,0.0,0.0,31920.0
"Always-edge, CRC",0.2,1,2,Bearing3_3,premature,21780.0,1455.0,0.0,0.0,22200.0
"Always-edge, CRC",0.25,1,2,Bearing1_3,premature,8220.0,1162.5,0.0,0.0,9420.0
"Always-edge, CRC",0.25,1,2,Bearing2_3,premature,12360.0,1162.5,0.0,0.0,31920.0
"Always-edge, CRC",0.25,1,2,Bearing3_3,late,,1162.5,0.0,0.0,22200.0
"Always-edge, CRC",0.3,1,2,Bearing1_3,premature,8220.0,1162.5,0.0,0.0,9420.0
"Always-edge, CRC",0.3,1,2,Bearing2_3,premature,12360.0,1162.5,0.0,0.0,31920.0
"Always-edge, CRC",0.3,1,2,Bearing3_3,late,,1162.5,0.0,0.0,22200.0
"Always-edge, CRC",0.4,1,2,Bearing1_3,late,,667.5,0.0,0.0,9420.0
"Always-edge, CRC",0.4,1,2,Bearing2_3,premature,6720.0,667.5,0.0,0.0,31920.0
"Always-edge, CRC",0.4,1,2,Bearing3_3,late,,667.5,0.0,0.0,22200.0
"Cloud point, fixed thr. H_p",,1,2,Bearing1_3,timely,5460.0,0.0,1.0,112.0,9420.0
"Cloud point, fixed thr. H_p",,1,2,Bearing2_3,premature,23100.0,0.0,1.0,112.0,31920.0
"Cloud point, fixed thr. H_p",,1,2,Bearing3_3,timely,1200.0,0.0,1.0,112.0,22200.0
"Cloud point, fixed thr. H_c",,1,2,Bearing1_3,timely,2460.0,0.0,1.0,112.0,9420.0
"Cloud point, fixed thr. H_c",,1,2,Bearing2_3,premature,9540.0,0.0,1.0,112.0,31920.0
"Cloud point, fixed thr. H_c",,1,2,Bearing3_3,late,,0.0,1.0,112.0,22200.0
Anomaly threshold,,1,2,Bearing1_3,timely,3360.0,0.0,0.0,0.0,9420.0
Anomaly threshold,,1,2,Bearing2_3,premature,12300.0,0.0,0.0,0.0,31920.0
Anomaly threshold,,1,2,Bearing3_3,timely,1320.0,0.0,0.0,0.0,22200.0
"HERA-v3 (onset-gated, CRC)",0.1,1,3,Bearing1_4,premature,7020.0,2760.0,0.9836065573770492,124.0,7260.0
"HERA-v3 (onset-gated, CRC)",0.1,1,3,Bearing2_4,late,300.0,2760.0,0.9523809523809523,124.0,2460.0
"HERA-v3 (onset-gated, CRC)",0.1,1,3,Bearing3_4,timely,4260.0,2760.0,0.9986798679867986,124.0,90840.0
"HERA-v3 (onset-gated, CRC)",0.15,1,3,Bearing1_4,premature,7020.0,2760.0,0.9836065573770492,124.0,7260.0
"HERA-v3 (onset-gated, CRC)",0.15,1,3,Bearing2_4,late,300.0,2760.0,0.9523809523809523,124.0,2460.0
"HERA-v3 (onset-gated, CRC)",0.15,1,3,Bearing3_4,timely,4260.0,2760.0,0.9986798679867986,124.0,90840.0
"HERA-v3 (onset-gated, CRC)",0.2,1,3,Bearing1_4,premature,7020.0,2715.0,0.9836065573770492,124.0,7260.0
"HERA-v3 (onset-gated, CRC)",0.2,1,3,Bearing2_4,late,300.0,2715.0,0.9523809523809523,124.0,2460.0
"HERA-v3 (onset-gated, CRC)",0.2,1,3,Bearing3_4,timely,4260.0,2715.0,0.9986798679867986,124.0,90840.0
"HERA-v3 (onset-gated, CRC)",0.25,1,3,Bearing1_4,premature,7020.0,2647.5,0.9836065573770492,124.0,7260.0
"HERA-v3 (onset-gated, CRC)",0.25,1,3,Bearing2_4,late,300.0,2647.5,0.9523809523809523,124.0,2460.0
"HERA-v3 (onset-gated, CRC)",0.25,1,3,Bearing3_4,timely,4200.0,2647.5,0.9986798679867986,124.0,90840.0
"HERA-v3 (onset-gated, CRC)",0.3,1,3,Bearing1_4,premature,7020.0,2647.5,0.9836065573770492,124.0,7260.0
"HERA-v3 (onset-gated, CRC)",0.3,1,3,Bearing2_4,late,300.0,2647.5,0.9523809523809523,124.0,2460.0
"HERA-v3 (onset-gated, CRC)",0.3,1,3,Bearing3_4,timely,4200.0,2647.5,0.9986798679867986,124.0,90840.0
"HERA-v3 (onset-gated, CRC)",0.4,1,3,Bearing1_4,late,,2062.5,0.9836065573770492,124.0,7260.0
"HERA-v3 (onset-gated, CRC)",0.4,1,3,Bearing2_4,late,180.0,2062.5,0.9523809523809523,124.0,2460.0
"HERA-v3 (onset-gated, CRC)",0.4,1,3,Bearing3_4,timely,4020.0,2062.5,0.9986798679867986,124.0,90840.0
"HERA-v3b (onset gate + burn-in, CRC)",0.1,1,3,Bearing1_4,premature,6420.0,5032.5,0.9016393442622951,124.0,7260.0
"HERA-v3b (onset gate + burn-in, CRC)",0.1,1,3,Bearing2_4,timely,1620.0,5032.5,0.7142857142857143,124.0,2460.0
"HERA-v3b (onset gate + burn-in, CRC)",0.1,1,3,Bearing3_4,premature,90000.0,5032.5,0.9920792079207921,124.0,90840.0
"HERA-v3b (onset gate + burn-in, CRC)",0.15,1,3,Bearing1_4,premature,6420.0,5032.5,0.9016393442622951,124.0,7260.0
"HERA-v3b (onset gate + burn-in, CRC)",0.15,1,3,Bearing2_4,timely,1620.0,5032.5,0.7142857142857143,124.0,2460.0
"HERA-v3b (onset gate + burn-in, CRC)",0.15,1,3,Bearing3_4,premature,90000.0,5032.5,0.9920792079207921,124.0,90840.0
"HERA-v3b (onset gate + burn-in, CRC)",0.2,1,3,Bearing1_4,late,,2760.0,0.9016393442622951,124.0,7260.0
"HERA-v3b (onset gate + burn-in, CRC)",0.2,1,3,Bearing2_4,late,300.0,2760.0,0.7142857142857143,124.0,2460.0
"HERA-v3b (onset gate + burn-in, CRC)",0.2,1,3,Bearing3_4,timely,4260.0,2760.0,0.9920792079207921,124.0,90840.0
"HERA-v3b (onset gate + burn-in, CRC)",0.25,1,3,Bearing1_4,late,,2647.5,0.9016393442622951,124.0,7260.0
"HERA-v3b (onset gate + burn-in, CRC)",0.25,1,3,Bearing2_4,late,300.0,2647.5,0.7142857142857143,124.0,2460.0
"HERA-v3b (onset gate + burn-in, CRC)",0.25,1,3,Bearing3_4,timely,4200.0,2647.5,0.9920792079207921,124.0,90840.0
"HERA-v3b (onset gate + burn-in, CRC)",0.3,1,3,Bearing1_4,late,,2647.5,0.9016393442622951,124.0,7260.0
"HERA-v3b (onset gate + burn-in, CRC)",0.3,1,3,Bearing2_4,late,300.0,2647.5,0.7142857142857143,124.0,2460.0
"HERA-v3b (onset gate + burn-in, CRC)",0.3,1,3,Bearing3_4,timely,4200.0,2647.5,0.9920792079207921,124.0,90840.0
"HERA-v3b (onset gate + burn-in, CRC)",0.4,1,3,Bearing1_4,late,,2062.5,0.9016393442622951,124.0,7260.0
"HERA-v3b (onset gate + burn-in, CRC)",0.4,1,3,Bearing2_4,late,180.0,2062.5,0.7142857142857143,124.0,2460.0
"HERA-v3b (onset gate + burn-in, CRC)",0.4,1,3,Bearing3_4,timely,4020.0,2062.5,0.9920792079207921,124.0,90840.0
"Always-cloud, CRC + burn-in",0.1,1,3,Bearing1_4,premature,6540.0,4920.0,1.0,112.0,7260.0
"Always-cloud, CRC + burn-in",0.1,1,3,Bearing2_4,timely,1740.0,4920.0,1.0,112.0,2460.0
"Always-cloud, CRC + burn-in",0.1,1,3,Bearing3_4,premature,90120.0,4920.0,1.0,112.0,90840.0
